session_title,association,location,session_chair_name,session_chair_affiliation,session_respondent_name,session_respondent_affiliation,presenter_name,presenter_affiliation,presentation_title,year
Harmonic Function in Chromatic Music at Twenty ,SMT,W: 103 DE,Scott Murphy,University of Kansas,NA,NA,Jonathan Wild,McGill University,"Diatonic Melodic Inversion Viewed through a Harrisonian Lens: Reger's Variations on a Theme by Mozart, op. 132",2014
Harmonic Function in Chromatic Music at Twenty ,SMT,W: 103 DE,Scott Murphy,University of Kansas,NA,NA,Suzannah Clark,Harvard University,Arthur von Oettingen as Analyst,2014
Harmonic Function in Chromatic Music at Twenty ,SMT,W: 103 DE,Scott Murphy,University of Kansas,NA,NA,Daniel Harrison,Yale University,Extending Harmony to Extended Chords,2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Roger Graybill,New England Conservatory,Part Writing as Process: Interviews with Students,2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Gilad Rabinovitch and Johnandrew Slominski,"Eastman School of Music, University of Rochester",Partimenti and Galant Schemata as Pedagogical Tools: Developing and,2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Ji Chul Kim,University of Connecticu,Pitch Dynamics in Tonal Melody: The Role of Melodic Step and Leap in Establishing Tonal Stability,2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Trevor de Clercq,Middle Tennessee State University,"A Model for Scale-Degree Reinterpretation: How Melodic Structure, Modulation, and Cadence Choice Interact in the Chorale Harmonizations of J. S. Bach",2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Yoel Greenberg,Bar-Ilan University,"A Corpus-Based, Bottom-Up Approach to Musical Form",2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Joel V. Hun,"University of California, Santa Barbara",'Oblique Harmony' in Henry Brant's Variations for Four Instruments,2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Andrew Wilson,Oberlin College,"Meter in the Sarabande: Equal or Unequal, Consonant or Dissonant?",2014
Knowledge Made Easel ,SMT,W: 101 D,Leigh VanHandel,Michigan State University,NA,NA,Dan Tramte,University of North Texas,"Introducing tA/v\Am, the Audio/Video Analysis Machine: An Interactive Analysis Medium for Music Theorists",2014
Listening Practices ,AMS,H: Juneau,Mark Katz,"University of North Carolina, Chapel Hill",NA,NA,Catherine Hennessy Wolter,University of Illinois at Urbana-Champaign,'Much as a Pianist Reads His Sheet Music': Forging a Domestic and Commercial Place for the,2014
Listening Practices ,AMS,H: Juneau,Mark Katz,"University of North Carolina, Chapel Hill",NA,NA,Jonathan Goldman,UniversitÃ© de MontrÃ©al,Listening to Pierre Boulez's Doubles in Stereo,2014
Listening Practices ,AMS,H: Juneau,Mark Katz,"University of North Carolina, Chapel Hill",NA,NA,Elizabeth Ann Lindau,Earlham College,'Boring Things': Drone and Repetition in the Music of the Velvet Underground,2014
Listening Practices ,AMS,H: Juneau,Mark Katz,"University of North Carolina, Chapel Hill",NA,NA,Victor Szabo,University of Virginia,Ambient Music in an Age of UbiÂ­quitous Listening,2014
Music and Performance in Nineteenth-Century Germany ,AMS,NA,Sanna Pederson,University of Oklahoma,NA,NA,Dana Gooley,Brown University,Musicâ€“Poetryâ€“Improvisation: Carl Loewe's Performative Romanticism,2014
Music and Performance in Nineteenth-Century Germany ,AMS,NA,Sanna Pederson,University of Oklahoma,NA,NA,Katherine Hambridge,University of Warwick,"Performing History: The Musical Past at the Berlin Nationaltheater, 1800â€“1815",2014
Music and Performance in Nineteenth-Century Germany ,AMS,NA,Sanna Pederson,University of Oklahoma,NA,NA,Eric Schneeman,Northeast Lakeview College,Giacomo Meyerbeer's Production of Christoph Gluck's Armide in the Musical Politics of Biedermeier Berlin,2014
Music and Performance in Nineteenth-Century Germany ,AMS,NA,Sanna Pederson,University of Oklahoma,NA,NA,Alexander Stefaniak,Washington University in St. Louis,"Brilliant, Transcendent Virtuosity in Clara Wieck Schumann's 1830s Concerts",2014
"Pleasures of Space, Speech, Song ",AMS,H: Crystal Ballroom,Bonnie Gordon,University of Virginia,NA,NA,Jeanice Brooks,University of Southampton,Gossiping to Music in Sixteenth-Century France,2014
"Pleasures of Space, Speech, Song ",AMS,H: Crystal Ballroom,Bonnie Gordon,University of Virginia,NA,NA,Daniel Donnelly,McGill University,"Making Private Music Public: Antonio Molino, Domenico Venier, and the Musical donne zendile",2014
"Pleasures of Space, Speech, Song ",AMS,H: Crystal Ballroom,Bonnie Gordon,University of Virginia,NA,NA,Arne Spohr,Bowling Green State University,'Like an Earthly Paradise': Concealed Music and the Performance of the Other in Late Renaissance Pleasure Houses,2014
"Pleasures of Space, Speech, Song ",AMS,H: Crystal Ballroom,Bonnie Gordon,University of Virginia,NA,NA,Olivia Bloechl,"University of California, Los Angeles",True Confessions: Opera's Theater of Guilt and Remorse,2014
Religion and Enlightenment in Germany ,AMS,W: 102 E,Reginald Sanders,Kenyon College,NA,NA,Michael Maul,Bach-Archiv Leipzig / Peabody Institute,The Performance Calendar of a SchÃ¼tz Student: New Light on the Reform of Lutheran Church Music in the Late,2014
Religion and Enlightenment in Germany ,AMS,W: 102 E,Reginald Sanders,Kenyon College,NA,NA,Max Schmeder,"University of California, Berkeley",The 'Goldberg' Variations (1741) as a,2014
Religion and Enlightenment in Germany ,AMS,W: 102 E,Reginald Sanders,Kenyon College,NA,NA,Yael Sela-Teichler,Open University of Israel,"This, Too, an Enlightenment Theory of Music: Moses Mendelssohn on Music, Poetry, and the Sublime",2014
Religion and Enlightenment in Germany ,AMS,W: 102 E,Reginald Sanders,Kenyon College,NA,NA,Jeanne Swack,University of Wisconsin-Madison,'A Curse and Abomination to God and Men': Erdmann Neumeister's Anti-Jewish Writings in the Context of Early EighteenthCentury Hamburg,2014
Timbre Rocks! ,SMT,H: Walker,Brad Osborn,University of Kansas,NA,NA,Kate Heidemann,Colby College,Toward a System of Vocal Timbre Description in Popular Song,2014
Timbre Rocks! ,SMT,H: Walker,Brad Osborn,University of Kansas,NA,NA,David K. Blake,Stony Brook University,'Anna's Ghost All Around': Timbre and Meaning in Neutral Milk Hotel's In the Aeroplane over the Sea,2014
Timbre Rocks! ,SMT,H: Walker,Brad Osborn,University of Kansas,NA,NA,Key to room abbreviations: H: Hilton; W: Wisconsin Center David Heetderks,Oberlin College,The Grain of Disorientation: Pitch Indigestibility and Divergence in Sonic Youth's Noise Rock,2014
Timbre Rocks! ,SMT,H: Walker,Brad Osborn,University of Kansas,NA,NA,Lori A. Burns,University of Ottawa,Sculpting a Vocal Narrative across the Concept Album: Vocal Delivery and Treatment in P!nk's The Truth About Love,2014
New Theatricality ,AMS,W: 102 A,Steven Huebner,McGill University,NA,NA,Evan Moskowitz,"Graduate Center, CUNY",Artaudian Lyricism in the Chamber Works of Giacinto Scelsi,2014
New Theatricality ,AMS,W: 102 A,Steven Huebner,McGill University,NA,NA,Megan Varvir Coe,University of North Texas,"Musicality of Language and 'Corporeal Writing': Reconciling Music, Language, and Dance in Symbolist Theater",2014
Opera at the Fin de siÃ¨cle ,AMS,W: 102 A,Cormac Newark,University of Ulster,NA,NA,Sarah Fuchs Sampson,"Eastman School of Music, University of Rochester",Cultivating the Connoisseur: Technologies of Listening and the Paris OpÃ©ra's Fin-de-siÃ¨cle Audience,2014
Opera at the Fin de siÃ¨cle ,AMS,W: 102 A,Cormac Newark,University of Ulster,NA,NA,Jessica Payette,Oakland University,French Grand Opera in Fin-de-siÃ¨cle Vienna: Challenging Wagnerian Myth through Hugonian Dramaturgy,2014
New Work in LGBTQ Music Scholarship ,AMS,H: Juneau,Emily Wilbourne,"Queens College, CUNY",NA,NA,Bradley Fugate,Boston University,"Voices Fit for Queens: Gender, Identity, Voice, and the Drag Queen",2014
New Work in LGBTQ Music Scholarship ,AMS,H: Juneau,Emily Wilbourne,"Queens College, CUNY",NA,NA,Sam Baltimore,Towson University,Ashman's Aladdin Archive: Queer Orientalism in the Disney Renaissance,2014
New Work in LGBTQ Music Scholarship ,AMS,H: Juneau,Emily Wilbourne,"Queens College, CUNY",NA,NA,Marcus Desmond Harmon,Chapman University,"Teaching Womyn's Music, Or How I Learned to Stop Worrying and Love Alix Dobkin",2014
After Orfeo: Music History Pedagogy in the Seventeenth Century ,AMS,NA,Wendy Heller,Princeton University,NA,NA,NA,NA,NA,2014
Assessing Student Learning in the Online Environment ,AMS,W: 102 A,Kevin R. Burke,Florida Institute of Technology,NA,NA,Marta Robertson,Gettysburg College,Historical and Metaphorical Thinking on Our Feet,2014
Assessing Student Learning in the Online Environment ,AMS,W: 102 A,Kevin R. Burke,Florida Institute of Technology,NA,NA,Julia Randel,Hope College,Balanchine the Theorist: Rubies as Analysis of Stravinsky's Capriccio for Piano and Orchestra,2014
Assessing Student Learning in the Online Environment ,AMS,W: 102 A,Kevin R. Burke,Florida Institute of Technology,NA,NA,Maeve Sterbenz,Columbia University,Listening through Movement: An Examination of Lar Lubovitch's Choreography of the Adagio from Mozart's Clarinet Concerto in A,2014
Assessing Student Learning in the Online Environment ,AMS,W: 102 A,Kevin R. Burke,Florida Institute of Technology,NA,NA,Sarah Caissie Provos,University of North Florida,Swinging Out into Jazz History: Incorporating Jazz Dance into the Classroom,2014
Assessing Student Learning in the Online Environment ,AMS,W: 102 A,Kevin R. Burke,Florida Institute of Technology,NA,NA,Christian Matijas-Mecca,University of Michigan,Understanding the Kinesthetic Fingerprint: Teaching Musicians How to Accompany Dance,2014
Hammered ,SMT,W: 101 B,Thomas Christensen,University of Chicago,NA,NA,John Peterson,Florida State University,"Intentional Actions: Identifying Musical Agents in Schubert's Piano Sonata in A, D. 959",2014
Hammered ,SMT,W: 101 B,Thomas Christensen,University of Chicago,NA,NA,Randolph Burge Johnson,Oklahoma Baptist University,Parlor-Music Marginalia: Piano Arrangements as Symphonic Glosses,2014
Hammered ,SMT,W: 101 B,Thomas Christensen,University of Chicago,NA,NA,Garreth Broesche,University of Wisconsin-Madison,"Glenn Gould, Musical Ontology, and the Filmmaking Analogy",2014
Hammered ,SMT,W: 101 B,Thomas Christensen,University of Chicago,NA,NA,Allison Wente,University of Texas at Austin,"Stockpiling Memories: The Player Piano, the Phonograph, and Bergson's Two Modalities of Musical Memory",2014
Interdisciplinarity Today: Five Perspectives ,AMS,W: 102 B,Michael J. Puri,University of Virginia,NA,NA,NA,NA,NA,2014
Looking Back at 1989: A Critical Reassessment of the Cold War's End ,AMS,NA,Peter Schmelz,Washington University in St. Louis,NA,NA,NA,NA,NA,2014
Timbreland ,SMT,W: 101 A,Ellie Hisama,Columbia University,NA,NA,Zachary Wallmark,Southern Methodist University,Is Timbre a Metaphor?,2014
Timbreland ,SMT,W: 101 A,Ellie Hisama,Columbia University,NA,NA,Jeffrey DeThorne,University of Wisconsin-Madison,Ionizing Timbral Agents through,2014
Timbreland ,SMT,W: 101 A,Ellie Hisama,Columbia University,NA,NA,Robert C. Cook,University of Iowa,A Timbral Ecology of the Heiliger Dankgesang,2014
Timbreland ,SMT,W: 101 A,Ellie Hisama,Columbia University,NA,NA,Nathaniel Mitchell,Indiana University,"Sharp as a Tack, Bright as a Button: Timbral Metamorphoses in Saariaho's Sept Papillons",2014
Eighteenth Century ,SMT,H: Mitchell,W. Dean Sutcliffe,University of Auckland,NA,NA,Matthew R. Shaftel,Florida State University,Unity and Discontinuity in the Act II Finale of Le nozze di Figaro,2014
Eighteenth Century ,SMT,H: Mitchell,W. Dean Sutcliffe,University of Auckland,NA,NA,Edward Klorman,"Queens College, CUNY / The Juilliard School",Meter as Agency: Performing Metrical Manipulations in Chamber Music,2014
Analytical Approaches to Time Cycles in World Music ,SMT,NA,Lawrence Shuster,College of Saint Rose,NA,NA,John Roeder and Michael Tenzer,University of British Columbia,Large-Scale Formative Processes in Ostinato Music,2014
Analytical Approaches to Time Cycles in World Music ,SMT,NA,Lawrence Shuster,College of Saint Rose,NA,NA,Kofi Agawu,Princeton University,The Metrical Underpinnings of African Time-Line Patterns,2014
Bodies ,AMS,H: Crystal Ballroom,Susan McClary,Case Western Reserve University,NA,NA,Heather Buffington Anderson,University of Texas at Austin,'Her Whole Body Was an Instrument': Betty Carter and the Queering of Bop,2014
Bodies ,AMS,H: Crystal Ballroom,Susan McClary,Case Western Reserve University,NA,NA,Jennifer Chu,Yale University,"'Speak, So I May See You': Laurie Anderson's Performative Voices and Cyborg Bodies",2014
Bodies ,AMS,H: Crystal Ballroom,Susan McClary,Case Western Reserve University,NA,NA,Shana Goldin-Perschbacher,Temple University,Trans*Americana,2014
Bodies ,AMS,H: Crystal Ballroom,Susan McClary,Case Western Reserve University,NA,NA,Fred Maus,University of Virginia,'Expressive Potential' and Music Criticism,2014
Inventing American Music ,AMS,W: 102 B,Mary Simonson,Colgate University,NA,NA,Erin Sweeney Smith,Case Western Reserve University,Popular Music and the New Woman in the Progressive Era,2014
Inventing American Music ,AMS,W: 102 B,Mary Simonson,Colgate University,NA,NA,Jane Mathieu,Tulane University,"Midtown, 1905: The Case for an Alternate Tin Pan Alley",2014
Inventing American Music ,AMS,W: 102 B,Mary Simonson,Colgate University,NA,NA,Eric Hermann,University of Maryland,When Vaudeville Meets the Phonograph: The,2014
Inventing American Music ,AMS,W: 102 B,Mary Simonson,Colgate University,NA,NA,Nate Sloan,Stanford University,Beyond the Jungle: Reconsidering Early Ellington,2014
